"individual","DOB"
1,1960
2,1982
3,1978
4,1952
5,1974
6,1946
7,2012
8,2004
9,1996
10,1949
11,1964
12,1990
13,1994
14,1999
15,1964
16,2000
17,1958
18,1959
19,1944
20,1979
21,1963
22,1976
23,2006
24,2010
25,1997
26,1952
27,1986
28,1981
29,1950
30,1956
31,1953
32,1954
33,2003
34,1942
35,1994
36,1955
37,1987
38,1968
39,1969
40,1941
41,2010
42,1954
43,1943
44,1997
45,1960
46,1991
47,1989
48,1988
49,2005
50,1959
51,1990
52,1975
53,1969
54,1999
55,2011
56,1989
57,1991
58,1969
59,1997
60,1999
61,2000
62,2004
63,1969
64,1947
65,1961
66,1975
67,1971
68,1978
69,2000
70,1994
71,1984
72,1955
73,1972
74,1967
75,2006
76,1998
77,2005
78,1971
79,1952
80,1951
81,1955
82,1976
83,2001
84,1976
85,2010
86,1963
87,2004
88,1970
89,1973
90,2009
91,2008
92,2012
93,1965
94,1968
95,1944
96,2012
97,2007
98,1973
99,1943
100,1962
101,1988
102,1956
103,1943
104,2011
105,1972
106,1954
107,1956
108,1986
109,1961
110,1980
111,2009
112,1998
113,1949
114,2007
115,1996
116,1966
117,1961
118,1946
119,2003
120,2004
121,2013
122,1950
123,1977
124,1960
125,1950
126,1959
127,2002
128,1956
129,1987
130,1956
131,1986
132,1953
133,1970
134,1994
135,1953
136,1984
137,1997
138,1971
139,1992
140,1997
141,1993
142,1985
143,1963
144,2010
145,2005
146,1960
147,1960
148,1966
149,1961
150,1961
151,1966
152,1972
153,2002
154,1946
155,1951
156,1992
157,1941
158,1959
159,1988
160,1998
161,1961
162,1960
163,1976
164,2011
165,1954
166,1942
167,1988
168,1975
169,1947
170,1963
171,2005
172,2012
173,2009
174,1955
175,1954
176,1961
177,1957
178,1991
179,1946
180,1982
181,1974
182,1952
183,1952
184,1984
185,1991
186,1971
187,1959
188,1993
189,1949
190,1993
191,1993
192,1954
193,1975
194,1987
195,1956
196,2009
197,2010
198,1992
199,1956
200,1983
201,1956
202,1973
203,1950
204,1955
205,1969
206,1974
207,1999
208,1950
209,1986
210,1979
211,1986
212,1966
213,1956
214,1999
215,1954
216,1978
217,1981
218,1957
219,1989
220,1985
221,2006
222,1985
223,2007
224,1959
225,1992
226,2001
227,1978
228,1981
229,1954
230,1956
231,1980
232,1992
233,2011
234,1976
235,2013
236,1977
237,1950
238,1997
239,2010
240,1997
241,1995
242,2006
243,1984
244,1975
245,1945
246,1993
247,1950
248,1991
249,1941
250,1943
251,1946
252,1965
253,2007
254,1951
255,1957
256,1975
257,1978
258,1953
259,2010
260,1972
261,1965
262,1998
263,1964
264,1955
265,1941
266,2010
267,1959
268,2001
269,2010
270,1972
271,1949
272,2013
273,1984
274,2006
275,1944
276,2002
277,1958
278,1960
279,1988
280,1988
281,1999
282,1965
283,1992
284,1998
285,1944
286,2010
287,1942
288,1980
289,1976
290,1944
291,1941
292,1944
293,1990
294,1964
295,1944
296,1960
297,1988
298,2003
299,1998
300,1991
301,1996
302,1944
303,1977
304,1979
305,2012
306,1982
307,2003
308,1990
309,1989
310,1984
311,1946
312,2006
313,1977
314,1951
315,1970
316,1981
317,1962
318,1992
319,1951
320,1991
321,2002
322,1964
323,1941
324,1942
325,1985
326,1956
327,1994
328,2005
329,1954
330,2009
331,1984
332,1945
333,1969
334,1993
335,1985
336,2011
337,1944
338,2005
339,1958
340,2007
341,1941
342,1995
343,1983
344,1988
345,1981
346,1975
347,2000
348,1981
349,1941
350,2004
351,1984
352,1997
353,1984
354,1941
355,1957
356,1949
357,1957
358,2005
359,1958
360,1966
361,2002
362,1947
363,1946
364,2013
365,1991
366,2001
367,1961
368,1979
369,1971
370,2004
371,1945
372,2008
373,2000
374,1986
375,1985
376,1941
377,1955
378,1954
379,1942
380,1999
381,1942
382,2000
383,2012
384,2002
385,2007
386,2010
387,2005
388,1984
389,1954
390,1955
391,1950
392,1984
393,1956
394,2007
395,1970
396,1972
397,2013
398,1960
399,1985
400,1965
401,1992
402,1984
403,1957
404,2013
405,1995
406,1949
407,1966
408,1959
409,1957
410,1954
411,2008
412,1985
413,2002
414,1991
415,2003
416,1948
417,1993
418,1948
419,1997
420,1987
421,1992
422,1965
423,1958
424,1944
425,1996
426,1992
427,2004
428,1954
429,1982
430,2013
431,1952
432,1987
433,1953
434,2009
435,1956
436,2008
437,1946
438,1974
439,1975
440,1983
441,1994
442,1947
443,2000
444,1954
445,1944
446,1994
447,2004
448,1988
449,2003
450,1954
451,1975
452,2003
453,1982
454,1943
455,1998
456,1957
457,2012
458,1974
459,1977
460,1999
461,2005
462,1980
463,1953
464,1988
465,1994
466,1954
467,1954
468,1989
469,1975
470,1963
471,2011
472,1956
473,1962
474,1997
475,1958
476,1998
477,1972
478,1953
479,1978
480,1974
481,1954
482,1956
483,1997
484,1957
485,2007
486,1973
487,1962
488,1999
489,1968
490,2004
491,1971
492,1958
493,1984
494,1941
495,1946
496,1981
497,1959
498,1998
499,1947
500,1960
