"individual","DOB"
1,2013
2,2012
3,2012
4,2012
5,2012
6,2012
7,2012
8,2013
9,2013
10,2012
11,2013
12,2012
13,2013
14,2013
15,2012
16,2013
17,2013
18,2012
19,2013
20,2012
21,2012
22,2013
23,2012
24,2013
25,2013
26,2012
27,2013
28,2012
29,2013
30,2013
31,2013
32,2012
33,2012
34,2012
35,2012
36,2013
37,2013
38,2013
39,2013
40,2013
41,2013
42,2012
43,2013
44,2012
45,2013
46,2012
47,2013
48,2013
49,2013
50,2012
51,2012
52,2012
53,2013
54,2012
55,2013
56,2013
57,2012
58,2013
59,2013
60,2013
61,2013
62,2013
63,2013
64,2012
65,2012
66,2012
67,2012
68,2012
69,2012
70,2013
71,2012
72,2012
73,2013
74,2012
75,2012
76,2012
77,2012
78,2012
79,2013
80,2012
81,2013
82,2012
83,2012
84,2012
85,2013
86,2013
87,2013
88,2013
89,2012
90,2012
91,2013
92,2012
93,2013
94,2013
95,2013
96,2013
97,2013
98,2013
99,2013
100,2012
101,2012
102,2012
103,2012
104,2013
105,2012
106,2012
107,2012
108,2013
109,2013
110,2013
111,2013
112,2013
113,2013
114,2012
115,2012
116,2013
117,2013
118,2012
119,2013
120,2012
121,2013
122,2012
123,2013
124,2013
125,2012
126,2013
127,2013
128,2013
129,2013
130,2013
131,2013
132,2013
133,2013
134,2012
135,2013
136,2013
137,2013
138,2013
139,2013
140,2013
141,2013
142,2013
143,2013
144,2013
145,2012
146,2013
147,2013
148,2012
149,2013
150,2012
151,2012
152,2013
153,2012
154,2013
155,2012
156,2012
157,2013
158,2012
159,2013
160,2012
161,2013
162,2013
163,2012
164,2013
165,2013
166,2012
167,2013
168,2013
169,2012
170,2013
171,2012
172,2013
173,2012
174,2013
175,2012
176,2013
177,2013
178,2012
179,2013
180,2013
181,2013
182,2013
183,2013
184,2012
185,2012
186,2013
187,2012
188,2012
189,2012
190,2013
191,2013
192,2013
193,2013
194,2013
195,2012
196,2012
197,2012
198,2012
199,2013
200,2012
201,2013
202,2013
203,2013
204,2013
205,2012
206,2013
207,2012
208,2013
209,2012
210,2013
211,2013
212,2012
213,2012
214,2013
215,2012
216,2013
217,2013
218,2013
219,2013
220,2012
221,2012
222,2013
223,2013
224,2013
225,2013
226,2013
227,2013
228,2012
229,2012
230,2012
231,2012
232,2012
233,2012
234,2012
235,2012
236,2012
237,2013
238,2012
239,2012
240,2012
241,2013
242,2013
243,2012
244,2013
245,2012
246,2013
247,2013
248,2012
249,2012
250,2012
251,2013
252,2012
253,2012
254,2013
255,2013
256,2012
257,2013
258,2013
259,2012
260,2013
261,2013
262,2012
263,2012
264,2013
265,2012
266,2012
267,2013
268,2012
269,2012
270,2012
271,2013
272,2012
273,2012
274,2012
275,2013
276,2013
277,2012
278,2012
279,2013
280,2013
281,2013
282,2012
283,2013
284,2012
285,2012
286,2012
287,2013
288,2012
289,2013
290,2013
291,2012
292,2013
293,2012
294,2012
295,2013
296,2013
297,2012
298,2013
299,2012
300,2013
301,2013
302,2012
303,2012
304,2013
305,2013
306,2013
307,2013
308,2012
309,2012
310,2012
311,2012
312,2012
313,2012
314,2013
315,2013
316,2013
317,2012
318,2013
319,2012
320,2012
321,2013
322,2012
323,2012
324,2013
325,2012
326,2012
327,2012
328,2013
329,2013
330,2012
331,2013
332,2013
333,2013
334,2013
335,2013
336,2013
337,2013
338,2012
339,2012
340,2013
341,2013
342,2012
343,2013
344,2012
345,2013
346,2012
347,2012
348,2012
349,2013
350,2013
351,2013
352,2012
353,2012
354,2013
355,2012
356,2012
357,2012
358,2013
359,2013
360,2013
361,2012
362,2013
363,2012
364,2013
365,2013
366,2012
367,2013
368,2013
369,2012
370,2013
371,2013
372,2012
373,2013
374,2012
375,2012
376,2013
377,2012
378,2012
379,2013
380,2013
381,2013
382,2012
383,2013
384,2012
385,2012
386,2013
387,2012
388,2012
389,2012
390,2012
391,2012
392,2012
393,2013
394,2013
395,2013
396,2013
397,2013
398,2012
399,2013
400,2013
401,2013
402,2013
403,2012
404,2013
405,2012
406,2012
407,2013
408,2012
409,2012
410,2012
411,2013
412,2012
413,2013
414,2012
415,2013
416,2013
417,2012
418,2013
419,2013
420,2012
421,2013
422,2012
423,2012
424,2012
425,2013
426,2012
427,2012
428,2012
429,2013
430,2013
431,2013
432,2012
433,2012
434,2012
435,2012
436,2012
437,2013
438,2013
439,2013
440,2013
441,2012
442,2013
443,2013
444,2012
445,2013
446,2012
447,2012
448,2013
449,2013
450,2012
451,2012
452,2013
453,2012
454,2012
455,2012
456,2012
457,2013
458,2013
459,2012
460,2013
461,2012
462,2012
463,2012
464,2013
465,2012
466,2012
467,2012
468,2013
469,2012
470,2012
471,2013
472,2012
473,2013
474,2013
475,2012
476,2012
477,2013
478,2013
479,2013
480,2012
481,2012
482,2012
483,2013
484,2012
485,2012
486,2012
487,2013
488,2012
489,2013
490,2013
491,2013
492,2013
493,2013
494,2012
495,2012
496,2013
497,2013
498,2013
499,2012
500,2013
