"individual","DOB"
1,1971
2,2005
3,2012
4,1966
5,1988
6,1972
7,1992
8,1989
9,1982
10,1965
11,1971
12,1998
13,1984
14,1957
15,1941
16,2006
17,1994
18,1952
19,1945
20,1998
21,2001
22,2002
23,1974
24,1959
25,1999
26,1989
27,1961
28,1975
29,1988
30,1993
31,2002
32,1956
33,1970
34,1949
35,1952
36,1983
37,2002
38,1974
39,1950
40,1977
41,1983
42,1983
43,1997
44,2001
45,1955
46,1971
47,1997
48,2010
49,1954
50,1976
51,1942
52,1995
53,1979
54,1998
55,1946
56,1990
57,1990
58,1972
59,1971
60,1960
61,1973
62,1966
63,1986
64,1973
65,1997
66,1968
67,1976
68,1960
69,1967
70,2003
71,1970
72,2003
73,1980
74,1985
75,1970
76,1943
77,1998
78,1984
79,1957
80,1967
81,1971
82,1943
83,1979
84,1944
85,2010
86,1954
87,1964
88,1992
89,1999
90,1973
91,1964
92,1964
93,2008
94,1997
95,1983
96,1965
97,1971
98,1953
99,1955
100,1961
101,1972
102,1984
103,1944
104,1975
105,1950
106,1959
107,1964
108,1960
109,1986
110,1970
111,1963
112,2013
113,1992
114,2005
115,1950
116,2000
117,1969
118,2000
119,1980
120,1950
121,2006
122,1963
123,1954
124,1996
125,1956
126,1987
127,1984
128,1990
129,1998
130,1963
131,2012
132,1989
133,1995
134,1947
135,1972
136,1988
137,1981
138,1989
139,1993
140,1964
141,1948
142,1979
143,1982
144,1969
145,1993
146,1952
147,1956
148,1982
149,1953
150,1989
151,1986
152,1949
153,1953
154,1943
155,1990
156,1948
157,2005
158,1946
159,2007
160,1984
161,1970
162,1947
163,1977
164,1999
165,1963
166,2004
167,1957
168,1972
169,1998
170,2010
171,1986
172,1982
173,1966
174,1988
175,1942
176,1979
177,1950
178,1966
179,1960
180,1997
181,2003
182,2009
183,1980
184,1992
185,1999
186,1973
187,1948
188,1993
189,1966
190,1947
191,1987
192,1948
193,1973
194,1996
195,1981
196,1994
197,2002
198,1964
199,2013
200,1954
201,2007
202,2000
203,1965
204,1968
205,1960
206,1960
207,1984
208,1992
209,1999
210,1941
211,1998
212,1973
213,1951
214,1948
215,1994
216,2013
217,1992
218,1953
219,1941
220,2005
221,1948
222,1943
223,2013
224,1985
225,1986
226,1953
227,1997
228,1982
229,1960
230,2013
231,1944
232,1977
233,1978
234,1994
235,2005
236,2010
237,1990
238,1965
