"individual","DOB"
1,1948
2,2013
3,2009
4,1961
5,1967
6,1955
7,1945
8,1985
9,1945
10,1955
11,1974
12,2010
13,1956
14,1945
15,1979
16,1996
17,1966
18,1958
19,1987
20,1966
21,1990
22,1943
23,2002
24,1989
25,2009
26,1984
27,1946
28,1987
29,1962
30,1971
31,1978
32,1954
33,1950
34,2011
35,1998
36,2000
37,1990
38,1972
39,1996
40,1976
41,1966
42,1993
43,1955
44,1975
45,2010
46,1991
47,1958
48,1964
49,2001
50,2001
51,1946
52,1985
53,1973
54,1945
55,1970
56,1962
57,1947
58,2006
59,1986
60,2006
61,2008
62,1970
63,2007
64,1965
65,1972
66,1948
67,1977
68,1943
69,1981
70,1950
71,1943
72,1954
73,2004
74,1943
75,1987
76,1948
77,2003
78,1968
79,1950
80,1993
81,1968
82,1962
83,1988
84,2011
85,1964
86,1972
87,2011
88,1942
89,2011
90,1962
91,1948
92,1969
93,1998
94,2005
95,1950
96,1962
97,1946
98,2008
99,1956
100,1994
101,1951
102,1955
103,1995
104,1955
105,1993
106,1985
107,2001
108,1950
109,1975
110,1986
111,2003
112,1947
113,1972
114,1955
115,1972
116,1985
117,1983
118,1969
119,1954
120,1973
121,1984
122,1971
123,1975
124,1965
125,1988
126,2003
127,1948
128,1991
129,1946
130,1958
131,1962
132,1945
133,2003
134,2010
135,1974
136,1947
137,1992
138,1980
139,1986
140,1968
141,1993
142,1965
143,2003
144,1986
145,2008
146,1996
147,1986
148,1986
149,1954
150,2004
151,1964
152,1991
153,1977
154,1941
155,1990
156,1978
157,1965
158,1967
159,1972
160,1991
161,1982
162,1948
163,1957
164,1967
165,1992
166,2000
167,1949
168,1945
169,1976
170,2004
171,1992
172,2006
173,1988
174,1948
175,1989
176,1995
177,1975
178,1942
179,1971
180,2001
181,1965
182,1963
183,2000
184,1975
185,1953
186,1984
187,1986
188,1978
189,1951
190,1966
191,2006
192,1973
193,1963
194,1984
195,2005
196,1967
197,2003
198,1944
199,1969
200,1986
201,1965
202,1969
203,1943
204,1990
205,1965
206,1959
207,1968
208,1942
209,2000
210,1987
211,1965
212,1981
213,1965
214,1981
215,1978
216,1977
217,1942
218,2008
219,2007
220,1977
221,1968
222,1959
223,1951
224,1973
225,1985
226,2006
227,1997
228,1959
229,2012
230,1942
231,1947
232,1960
233,1991
234,2011
235,1976
236,1951
237,1946
238,1987
239,1944
240,1960
241,1980
242,1997
243,1945
244,1949
245,1964
246,1981
247,2000
248,1978
249,1987
250,1992
251,1969
252,1991
253,1972
254,2010
255,1970
256,1944
257,1959
258,1944
259,1947
260,2004
261,1973
262,2010
263,1975
264,1943
265,1989
266,1991
267,2004
268,1971
269,2006
270,1967
271,1987
272,2003
273,1994
274,1991
275,1976
276,1944
277,1986
278,1962
279,2004
280,1954
281,1974
282,1971
283,1960
284,1982
285,1949
286,1998
287,1971
288,1961
289,1946
290,1994
291,1992
292,1943
293,1972
294,1978
295,1982
296,1950
297,2009
298,1985
299,1982
300,1997
301,2009
302,2003
303,1954
304,1976
305,1995
306,1953
307,1954
308,1966
309,1951
310,1943
311,1980
312,1958
313,1966
314,1982
315,2012
316,1979
317,1993
318,1985
319,1993
320,1978
321,1998
322,1984
323,2013
324,1950
325,1947
326,1967
327,1971
328,1955
329,1948
330,1944
331,1998
332,1990
333,1955
334,2003
335,1951
336,1993
337,1987
338,1981
339,1957
340,1941
341,1974
342,1954
343,1943
344,1999
345,2010
346,2004
347,1945
348,1976
349,1972
350,1973
351,1945
352,1998
353,2005
354,1994
355,2001
356,1956
357,1959
358,1946
359,1993
360,1978
361,1981
362,1995
363,2005
364,1948
365,1992
366,1971
367,2003
368,1987
369,1941
370,2002
371,1987
372,1973
373,2006
374,1966
375,1968
376,1948
377,1994
378,1995
379,1970
380,1985
381,1970
382,2012
383,1989
384,2003
385,2013
386,1951
387,2008
388,1959
389,1995
390,1991
391,1999
392,1996
393,1960
394,1972
395,1970
396,2008
397,1947
398,2002
399,1983
400,1959
401,1968
402,1948
403,2000
404,1998
405,1999
406,1993
407,1994
408,2009
409,1985
410,1966
411,1967
412,1957
413,2002
414,1999
415,2008
416,2007
417,1984
418,1993
419,2010
420,1958
421,1972
422,1976
423,1952
424,2007
425,1948
426,1978
427,1954
428,1944
429,1974
430,1999
431,2004
432,1957
433,1986
434,2005
435,1952
436,1973
437,1971
438,1953
439,2000
440,2009
441,2006
442,1983
443,1987
444,1954
445,2013
446,1948
447,2004
448,1947
449,1980
450,2013
451,2006
452,1988
453,1970
454,1961
455,1982
456,1993
457,1980
458,1957
459,1957
460,1994
461,1985
462,1963
463,1994
464,1974
465,1999
466,1979
467,1990
468,1944
469,1947
470,2009
471,1961
472,2009
473,2003
474,1965
475,1968
476,1957
477,1963
478,1952
479,1955
480,1976
481,1985
482,1969
483,1995
484,1958
485,1993
486,2010
487,1949
488,1999
489,1991
490,2006
491,1981
492,1969
493,2002
494,1980
495,2009
496,1973
497,1974
498,2000
499,1961
500,1948
