"individual","DOB"
1,1962
2,1950
3,1949
4,1959
5,1950
6,1954
7,1965
8,1968
9,1962
10,1941
11,1975
12,1957
13,1954
14,1946
15,1951
16,1953
17,1944
18,1946
19,1952
20,1947
21,1946
22,1956
23,1943
24,1961
25,1965
26,1944
27,1961
28,1948
29,1943
30,1948
31,1956
32,1961
33,1964
34,1973
35,1973
36,1945
37,1967
38,1961
39,1969
40,1963
41,1949
42,1972
43,1963
44,1963
45,1953
46,1967
47,1956
48,1973
49,1974
50,1973
51,1944
52,1967
53,1970
54,1975
55,1971
56,1946
57,1942
58,1960
59,1952
60,1962
61,1952
62,1944
63,1949
64,1974
65,1972
66,1945
67,1941
68,1945
69,1968
70,1969
71,1953
72,1974
73,1946
74,1971
75,1948
76,1968
77,1951
78,1971
79,1963
80,1953
81,1959
82,1950
83,1974
84,1943
85,1950
86,1941
87,1967
88,1967
89,1969
90,1973
91,1960
92,1959
93,1960
94,1963
95,1956
96,1943
97,1948
98,1942
99,1963
100,1949
101,1962
102,1975
103,1954
104,1967
105,1943
106,1953
107,1967
108,1944
109,1974
110,1968
111,1961
112,1953
113,1951
114,1955
115,1949
116,1973
117,1973
118,1943
119,1973
120,1947
121,1966
122,1948
123,1941
124,1975
125,1967
126,1961
127,1962
128,1965
129,1971
130,1947
131,1955
132,1951
133,1975
134,1953
135,1973
136,1969
137,1964
138,1945
139,1945
140,1975
141,1968
142,1944
143,1955
144,1955
145,1973
146,1971
147,1958
148,1957
149,1959
150,1954
151,1950
152,1953
153,1949
154,1957
155,1952
156,1964
157,1957
158,1944
159,1941
160,1946
161,1968
162,1974
163,1956
164,1972
165,1964
166,1956
167,1958
168,1945
169,1952
170,1946
171,1958
172,1970
173,1963
174,1967
175,1971
176,1948
177,1956
178,1949
179,1963
180,1944
181,1960
182,1960
183,1973
184,1947
185,1945
186,1969
187,1941
188,1955
189,1957
190,1956
191,1949
192,1968
193,1952
194,1955
195,1965
196,1942
197,1962
198,1960
199,1962
200,1959
201,1967
202,1958
203,1942
204,1965
205,1965
206,1959
207,1973
208,1955
209,1946
210,1943
211,1973
212,1967
213,1957
214,1974
215,1957
216,1958
217,1949
218,1974
219,1960
220,1946
221,1950
222,1942
223,1944
224,1960
225,1942
226,1955
227,1943
228,1947
229,1947
230,1961
231,1958
232,1962
233,1955
234,1972
235,1970
236,1947
237,1943
238,1965
239,1946
240,1961
241,1943
242,1954
243,1947
244,1951
245,1950
246,1964
247,1965
248,1942
249,1956
250,1974
