"individual","DOB"
1,2003
2,1991
3,1972
4,1954
5,1975
6,1972
7,1985
8,1957
9,2002
10,1987
11,1955
12,1969
13,1969
14,1973
15,1956
16,2001
17,1996
18,1956
19,1954
20,1994
21,1983
22,1958
23,1958
24,1943
25,1961
26,1986
27,2005
28,1965
29,2005
30,2007
31,2007
32,1960
33,1979
34,2001
35,1982
36,1960
37,1986
38,1956
39,1963
40,2012
41,1977
42,1983
43,1960
44,1976
45,1955
46,1954
47,2008
48,1986
49,1962
50,1981
51,1952
52,1956
53,1959
54,1941
55,1957
56,1943
57,2012
58,1966
59,2009
60,1976
61,1980
62,1996
63,1995
64,1949
65,2000
66,1982
67,1975
68,2006
69,2012
70,2007
71,2007
72,1955
73,1981
74,1942
75,1977
76,2001
77,2010
78,1961
79,1958
80,1992
81,1944
82,1949
83,1998
84,1992
85,1941
86,1944
87,1983
88,1948
89,1988
90,2013
91,1972
92,1997
93,1968
94,1956
95,1968
96,1972
97,1970
98,1999
99,1955
100,1988
101,1981
102,1989
103,1993
104,1943
105,1976
106,1999
107,1958
108,1986
109,1985
110,1945
111,1971
112,1979
113,2005
114,2013
115,1981
116,1958
117,1945
118,2012
119,1958
120,1972
121,2003
122,1973
123,1989
124,1944
125,1986
126,1950
127,1952
128,1970
129,2009
130,1984
131,1981
132,1949
133,1971
134,1967
135,1967
136,1960
137,1950
138,1954
139,1962
140,1978
141,1941
142,2001
143,1984
144,1987
145,1969
146,1964
147,2012
148,1983
149,1974
150,1976
151,1992
152,1979
153,1969
154,1973
155,1961
156,1977
157,1947
158,1963
159,2002
160,1949
161,1978
162,1977
163,1941
164,1968
165,1965
166,1967
167,1955
168,1980
169,1955
170,2001
171,1976
172,1992
173,1948
174,1944
175,1988
176,1968
177,1943
178,1996
179,1971
180,1968
181,1983
182,1959
183,1991
184,1970
185,1947
186,1969
187,1977
188,1997
189,1960
190,1969
191,1941
192,1997
193,1989
194,1997
195,1959
196,1989
197,2005
198,1943
199,1975
200,2001
201,1986
202,1971
203,2000
204,2013
205,1976
206,1988
207,1989
208,1948
209,2002
210,1963
211,1965
212,1996
213,1964
214,1975
215,1998
216,1969
217,1982
218,1997
219,1976
220,1953
221,1943
222,1954
223,1998
224,1966
225,1976
226,1947
227,1964
228,1949
229,2011
230,1949
231,2006
232,1991
233,1995
234,2011
235,1983
236,1968
237,1944
238,2005
239,1951
240,1944
241,1995
242,1955
243,1983
244,1941
245,1987
246,1971
247,2009
248,2011
249,1947
250,1988
